GeoFIPS,GeoName,Region,Year,Personal income (thousands of dollars),Population (persons) 2/,Per capita personal income (dollars),Earnings by place of work,Less: Contributions for government social insurance 3/,Employee and self-employed contributions for government social insurance,Employer contributions for government social insurance,Plus: Adjustment for residence 4/,Equals: Net earnings by place of residence,"Plus: Dividends, interest, and rent 5/",Plus: Personal current transfer receipts,Wages and salaries,Supplements to wages and salaries,Employer contributions for employee pension and insurance funds 6/,Proprietors' income 7/,Farm proprietors' income,Nonfarm proprietors' income,Farm earnings,Nonfarm earnings,Private nonfarm earnings,"Forestry, fishing, and related activities",Forestry and logging,"Fishing, hunting and trapping",Support activities for agriculture and forestry,"Mining, quarrying, and oil and gas extraction",Oil and gas extraction,Mining (except oil and gas),Support activities for mining,Utilities,Construction,Construction of buildings,Heavy and civil engineering construction,Specialty trade contractors,Manufacturing,Durable goods manufacturing,Wood product manufacturing,Nonmetallic mineral product manufacturing,Primary metal manufacturing,Fabricated metal product manufacturing,Machinery manufacturing,Computer and electronic product manufacturing,"Electrical equipment, appliance, and component manufacturing","Motor vehicles, bodies and trailers, and parts manufacturing",Other transportation equipment manufacturing,Furniture and related product manufacturing,Miscellaneous manufacturing,Nondurable goods manufacturing,Food manufacturing,Beverage and tobacco product manufacturing,Textile mills,Textile product mills,Apparel manufacturing,Leather and allied product manufacturing,Paper manufacturing,Printing and related support activities,Petroleum and coal products manufacturing,Chemical manufacturing,Plastics and rubber products manufacturing,Wholesale trade,Retail trade,Motor vehicle and parts dealers,Furniture and home furnishings stores,Electronics and appliance stores,Building material and garden equipment and supplies dealers,Food and beverage stores,Health and personal care stores,Gasoline stations,Clothing and clothing accessories stores,"Sporting goods, hobby, musical instrument, and book stores",General merchandise stores,Miscellaneous store retailers,Nonstore retailers,Transportation and warehousing,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Scenic and sightseeing transportation,Support activities for transportation,Couriers and messengers,Warehousing and storage,Information,Publishing industries (except Internet),Motion picture and sound recording industries,Broadcasting (except Internet),Internet publishing and broadcasting 8/,Telecommunications,"Data processing, hosting, and related services",Other information services 8/,Finance and insurance,Monetary Authorities-central bank,Credit intermediation and related activities,"Securities, commodity contracts, and other financial investments and related activities",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Real estate and rental and leasing,Real estate,Rental and leasing services,Lessors of nonfinancial intangible assets (except copyrighted works),"Professional, scientific, and technical services",Management of companies and enterprises,Administrative and support and waste management and remediation services,Administrative and support services,Waste management and remediation services,Educational services,Health care and social assistance,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Arts, entertainment, and recreation","Performing arts, spectator sports, and related industries","Museums, historical sites, and similar institutions","Amusement, gambling, and recreation industries",Accommodation and food services,Accommodation,Food services and drinking places,Other services (except government and government enterprises),Repair and maintenance,Personal and laundry services,"Religious, grantmaking, civic, professional, and similar organizations",Private households,Government and government enterprises,Federal civilian,Military,State and local,State government,Local government
01057,"Fayette, AL",5,2016,517825,16546,31296,202672,27792,17343,10449,68334,243214,75289,199322,141073,43183,32734,18416,5158,13258,5913,196759,136748,6818,4128,0,2690,1845,(D),(D),(D),(D),7966,(D),(D),4018,47857,45600,12390,(D),(L),2554,(D),(L),(L),13538,(L),(L),(D),2257,(D),(L),(D),(D),(D),(L),(L),(L),108,(L),(L),(D),18244,2956,(D),2168,960,1600,1875,1086,459,(D),6405,256,195,6160,(L),398,(L),5339,(L),(D),(L),(D),(L),(D),1362,(D),(L),(D),(NA),931,(L),(L),5790,0,4080,(D),(D),(L),1222,(D),(D),(L),2720,(D),(D),(D),0,(D),(D),10486,418,4755,(D),(D),(D),0,(D),(D),(D),4174,10939,2475,2007,6278,179,60011,2561,2589,54861,11982,42879
01059,"Franklin, AL",5,2016,1018528,31628,32203,529747,65890,37588,28302,118720,582577,140629,295322,373378,106533,78231,49836,4361,45475,6553,523194,418835,6088,(D),(L),(D),4621,(L),4592,(L),(D),19726,4162,2849,12715,209138,124518,(D),(D),(L),24657,23604,(L),(L),57785,(L),6778,(D),84620,(D),(L),(L),(D),0,(L),(L),(D),(D),(L),6536,(D),26484,2054,(D),(D),1556,4587,4052,2145,723,440,8957,376,628,13025,(L),(L),(L),8769,64,(L),(L),(D),(L),(D),1803,(D),(L),(D),(NA),1020,(L),(L),18593,0,15200,(D),(D),(L),2346,(D),(D),(L),(D),(D),7964,(D),(D),(D),(D),15851,(D),10881,1184,647,(D),(D),449,12756,(D),(D),27951,7821,7204,(D),(D),104359,7145,4166,93048,18769,74279
01061,"Geneva, AL",5,2016,862778,26614,32418,299740,35865,23107,12758,200327,464202,120846,277730,174419,50521,37763,74800,37827,36973,41277,258463,190088,14279,(D),(L),(D),(L),(L),(L),(L),6243,16214,(D),(D),8874,32035,27446,69,(L),(L),(D),0,(L),(L),(L),(D),(D),(L),4589,1713,(L),(D),(D),(D),(L),(L),(D),103,(L),(D),24505,20293,1507,275,(D),2065,4506,2550,3075,(D),(D),5301,522,(D),9884,(D),467,(L),8432,(L),(L),(L),(D),(L),(L),(D),(L),(D),(L),(NA),(D),(L),(L),9831,0,5904,(D),(D),(L),2538,2387,136,(L),5689,(D),(D),(D),0,(L),15104,9471,804,3980,849,(D),(D),0,(D),(D),(D),4196,(D),4826,6269,(D),(D),68375,4013,3506,60856,4297,56559
01063,"Greene, AL",5,2016,271569,8422,32245,108561,12605,7799,4806,27826,123782,44366,103421,65339,19995,15189,23227,19201,4026,20509,88052,56231,1222,(D),0,(D),(L),0,(L),0,(D),2548,(D),(D),(D),22836,2642,(D),(L),0,0,(D),0,0,0,0,(D),(D),20194,(D),(L),(L),(L),0,(L),(D),0,(D),(L),(L),(D),4872,(D),(D),(L),(D),1206,(D),1070,(L),(L),788,53,88,2241,(L),461,(L),(D),(D),(L),(L),270,(L),(L),110,(D),(L),0,(NA),(L),(L),(D),(D),0,(D),(D),(D),(L),(L),(L),(L),0,(D),(L),(D),(D),0,(D),(D),2149,228,0,(D),6241,0,0,6241,1714,(D),(D),4067,(D),375,(D),241,31821,1708,1112,29001,(D),(D)
01065,"Hale, AL",5,2016,529121,14952,35388,187930,20843,13190,7653,120025,287112,71594,170415,105902,29568,21915,52460,43731,8729,47435,140495,95973,(D),4840,(D),(D),(D),(L),(D),(L),2193,10966,(D),(D),9509,32047,26673,(D),(L),(L),(D),(L),(L),(L),(L),(L),(L),(L),5374,(D),(L),(L),(L),0,(L),72,(D),354,80,(D),2468,8342,864,617,(D),1013,2511,1247,935,(D),(L),846,(D),(D),2937,(L),(L),(L),2151,(D),(D),(L),(D),-79,-183,913,(D),(L),(L),(NA),(D),(L),(L),3944,0,2966,(L),978,(L),1618,(D),(D),(L),1523,0,377,(D),(D),(D),(D),(D),109,(D),1297,(D),(L),0,(D),(D),53,(D),6051,415,(D),(D),(L),44522,3615,1957,38950,4909,34041
01067,"Henry, AL",5,2016,634240,17164,36952,224755,28045,17916,10129,159343,356053,96925,181262,142238,35687,25558,46830,12496,34334,14937,209818,172811,15380,3884,(L),11497,80,51,-85,114,5075,14250,1353,8520,4377,27417,20011,(D),(D),(L),3177,(D),(L),(L),(L),(L),(D),(D),7406,(D),86,(L),50,(L),(L),57,(D),278,63,109,13770,9922,2115,(D),(L),1552,1949,1016,1739,(L),(L),1015,(D),298,12200,(L),(L),(L),11672,(L),(L),(L),(D),(D),81,(D),(D),(L),(D),(NA),(D),(L),(L),6252,0,4600,(D),(D),(L),-793,104,-411,-486,28263,1996,3431,(D),(D),(D),(D),6086,1105,8054,(D),(D),(D),0,(D),(D),(D),(D),(D),3708,(D),(D),252,37007,3093,2253,31661,4217,27444
01069,"Houston, AL",5,2016,4091547,104056,39321,2802106,331104,182856,148248,-90949,2380053,710850,1000644,2038885,507634,359386,255587,19419,236168,22958,2779148,2239659,(D),(D),(L),5329,(D),1140,(D),2543,(D),134972,45702,16064,73206,196246,93352,(D),4194,(D),40144,7296,(D),(D),(D),(D),4373,17223,102894,55973,(D),(D),11978,(D),220,(D),2455,462,(D),(D),193461,291069,78730,10058,9936,32117,31438,21205,13866,14031,9074,47243,11526,11845,(D),(D),5006,(L),78802,(D),50,(L),12464,12063,3150,34656,7595,(D),(D),(NA),13235,(D),1358,88963,0,54834,(D),19653,(D),32912,24214,8557,141,100772,10396,90090,85029,5061,21674,513350,346258,111087,33335,22670,10795,(D),(D),9878,99344,10346,88998,123682,38547,37427,44594,3114,539489,28047,17519,493923,59845,434078
01071,"Jackson, AL",5,2016,1780564,52138,34151,862118,110330,64236,46094,217589,969377,304644,506543,606729,162437,116343,92952,12214,80738,14470,847648,664290,(D),794,(L),(D),(D),(L),(D),(L),(D),46330,8563,5205,32562,283312,120586,11959,10826,(D),14835,(D),(L),(D),(D),(L),(D),(D),162726,202,145,(D),(D),(L),(D),(D),(D),(L),(D),(D),25480,72515,12876,970,(D),6310,6382,6323,4322,(D),1607,13509,7992,2955,(D),(L),3654,(L),23953,178,81,(L),2733,(L),(D),3191,(D),(D),504,(NA),(D),(L),(D),21690,0,14229,1512,5902,(L),6308,3920,2361,(L),19476,4607,15444,(D),(D),(D),(D),39788,2520,9155,(D),1022,(D),(L),(D),22545,2009,20536,42612,11119,10289,(D),(D),183358,23100,6848,153410,10716,142694
01073,"Jefferson, AL",5,2016,32571200,659521,49386,27538598,3125868,1729641,1396227,-4266166,20146564,6523953,5900683,19609219,4409053,3012826,3520326,2153,3518173,3060,27535538,23140231,4305,(D),(L),(D),99398,(D),43879,(D),712499,1833875,619189,242549,972137,1847026,1301271,8778,61324,490678,253013,105351,25583,64466,(D),(D),33385,122239,545755,126909,132981,(D),2615,1093,(D),(D),75844,65122,46024,84274,1819478,1407283,334852,44566,63022,111695,155290,139083,62335,99453,54363,247331,66065,29228,869858,19182,142776,(D),390128,24963,(D),(D),54319,(D),115171,542207,105866,17330,70125,(NA),322873,23960,2053,2490450,(D),1105902,339064,1037939,(D),505397,384189,116754,4454,2502224,808983,889849,826193,63656,291451,4648204,2746202,1444306,240688,217008,136900,43097,15587,78216,761422,108244,653178,969422,350487,221250,369135,28550,4395307,853112,131839,3410356,1691906,1718450
01075,"Lamar, AL",5,2016,430816,13918,30954,189891,25747,15844,9903,49583,213727,61898,155191,136441,35719,25816,17731,1269,16462,1799,188092,157354,(D),3269,(L),(D),(D),(L),(L),(D),(D),7282,(D),(D),4837,71213,(D),10380,(L),(L),3269,(D),(L),0,(D),(L),(D),(L),(D),(L),(L),(L),(L),(L),(L),(L),(D),88,(L),(L),(D),10770,1769,(L),(L),295,1790,1241,2764,(D),(D),1085,(D),(D),12992,(L),(L),(L),12179,(D),(L),(L),(D),(L),(L),757,(D),(D),(D),(NA),(D),(L),(L),6563,0,4443,(L),2123,(L),265,211,85,(L),(D),(D),9081,(D),(D),(L),13475,4988,628,(D),(D),381,(D),0,(D),(D),(L),(D),9356,(D),2227,(D),255,30738,2505,1819,26414,3793,22621
01077,"Lauderdale, AL",5,2016,3275936,92318,35485,1543522,195309,114780,80529,459337,1807550,620308,848078,1085062,277769,197240,180691,-5955,186646,-3644,1547166,1250280,(D),6353,-65,(D),(D),(L),-85,(D),(D),123753,25874,15981,81898,162226,108931,15890,(D),10085,11736,14980,(D),(D),(D),(D),6255,9855,53295,2286,(D),(L),(D),(D),(L),(D),1054,334,5537,39012,64115,174870,25109,4233,8210,18330,16052,22305,9251,11249,4791,42807,7994,4539,(D),(D),511,(L),5100,1723,(L),(L),5552,(L),(D),18114,6945,(D),2337,(NA),7049,(D),(D),69346,0,39029,9654,20553,110,8726,11222,881,-3377,62383,16396,50082,(D),(D),13864,272859,159320,(D),28844,(D),6305,(D),(D),6016,79938,12002,67936,93773,25625,27838,36947,3363,296886,25931,12588,258367,82939,175428
01079,"Lawrence, AL",5,2016,1038715,33244,31245,263609,38800,25789,13011,375096,599905,121421,317389,176761,49732,36721,37116,-5484,42600,-1333,264942,193245,(D),(D),(L),4630,(D),59,(D),396,14199,27847,7294,3053,17500,8362,3727,(D),(D),(L),3088,(L),(L),(D),(L),(L),(D),(D),4635,(D),(L),(L),(D),(D),(L),(D),(D),138,(L),53,5844,26456,2024,(D),440,3184,1634,3161,3223,973,(D),(D),384,(D),7910,(L),(L),(L),7060,91,(L),(L),1166,-156,-361,(D),(D),-99,75,(NA),(D),-101,-78,12717,0,4461,(L),8260,(L),1400,1301,89,(L),5154,-204,11535,(D),(D),(D),(D),8442,(D),(D),(D),(D),(L),0,(D),(D),(D),8326,(D),5327,7103,(D),1002,71697,7479,4387,59831,8835,50996
01081,"Lee, AL",5,2016,5464860,158991,34372,3147028,363219,197327,165892,727235,3511044,959527,994289,2288349,621786,455894,236893,-50,236943,1268,3145760,2068137,5224,4001,(L),1224,5859,627,3831,1401,18218,187968,64198,38135,85635,401232,272032,14130,8615,(D),28180,54462,(D),-213,107699,-194,32341,19848,129200,8417,479,(D),(D),(D),(D),8489,4574,(D),31544,65938,108115,218705,47043,3940,10439,19779,35549,17338,11488,10736,9808,39381,9529,3675,119132,(L),(L),(L),42239,(D),(D),(L),4166,(D),62369,25977,5399,(D),3315,(NA),11996,(D),(D),86096,0,51303,5035,29519,239,40848,28513,(D),(D),146795,18963,138617,133965,4652,33313,209072,148867,11766,24146,24293,21172,20791,86,295,140254,20346,119908,142577,39538,36123,63389,3527,1077623,27370,27365,1022888,579737,443151
01083,"Limestone, AL",5,2016,3516520,92753,37913,1622522,197416,110282,87134,867667,2292773,491775,731972,1146412,310619,223485,165491,-2218,167709,2461,1620061,1067766,(D),(D),(L),4348,(D),91,(D),(D),(L),241462,(D),(D),59179,223574,192833,1271,3046,(D),20153,(D),(D),(D),45141,(D),(D),28797,30741,1007,(L),(L),(D),(D),(L),7807,89,1244,(D),(D),58269,142129,27807,2575,2089,11978,17598,12227,11095,3348,2510,42888,4542,3472,34430,(L),257,(L),32255,75,(L),(L),(D),(D),(D),12777,(D),(D),(D),(NA),7927,(D),(D),26228,0,14942,(D),(D),74,15192,11782,(D),(D),58772,4777,36784,33094,3690,3191,70057,47152,(D),14222,(D),3123,(D),(L),(D),49526,5930,43596,81875,15813,28511,35767,1784,552295,254507,11960,285828,95123,190705
01085,"Lowndes, AL",5,2016,383757,10358,37049,186982,21488,12654,8834,48823,214317,48029,121411,117418,33847,25013,35717,23261,12456,26125,160857,132604,(D),2346,(L),(D),(D),0,(D),0,(D),13702,(D),(D),3747,73919,18980,(D),(L),(L),1812,0,(L),(L),(D),(L),(L),(L),54939,7594,61,(L),(L),(L),(L),(L),(D),(D),(D),84,(D),4682,397,(D),(L),(D),(D),(D),1961,(D),(L),(D),(L),(D),8942,(L),1514,(L),(D),(D),(L),(L),(D),(L),(D),(D),(L),(L),(L),(NA),(D),(L),(L),(D),0,(D),(L),(D),(L),(D),(D),(L),(L),(D),(D),2340,2340,0,(D),(D),(D),106,(D),(D),(D),333,(L),(D),(D),(L),(D),(D),784,(D),(D),96,28253,2116,1362,24775,3342,21433
01087,"Macon, AL",5,2016,598832,18963,31579,300157,37175,21049,16126,42452,305434,96737,196661,214294,76883,60757,8980,-1002,9982,2300,297857,97949,(D),0,(L),(D),(D),(L),(D),73,106,(D),1370,(D),1647,(D),(D),(D),(D),(L),(L),(D),(L),(L),(D),(L),(L),(L),456,(L),(L),(L),(L),(L),(L),(L),(L),181,(L),71,2916,11452,(D),(D),(L),(D),2424,1681,3863,(D),(D),1341,(D),(D),1738,(L),(L),0,1305,(D),(L),0,(D),(L),(L),346,(D),(L),(D),(NA),(L),(L),(L),2129,0,1476,(L),654,(L),195,896,-321,-380,(D),(D),5641,(D),(D),(D),(D),4978,585,5700,(D),(D),(D),0,(L),(D),(D),5761,11179,1843,1757,(D),(D),199908,87031,3041,109836,69617,40219
01089,"Madison, AL",5,2016,16811249,356967,47095,15183071,1793315,911762,881553,-2523224,10866532,3273189,2671528,11669537,2790007,1908454,723527,-5897,729424,-2265,15185336,10842166,(D),(D),0,(D),(D),462,(D),(D),(D),439219,124844,67038,247337,1822513,1613844,7357,64088,29003,129856,44362,438113,15691,196086,659764,4644,24880,208669,3633,3109,(D),(D),-112,-79,17615,12099,(D),105575,57732,432624,772633,162742,29941,36043,76665,93986,57099,31422,32255,49910,157276,32427,12867,(D),(D),4858,(L),40810,8860,71,(D),48260,28194,8897,162430,34214,5675,30048,(NA),64541,(D),(D),320310,0,184537,(D),77821,(D),203121,165523,(D),(D),3729655,79329,667278,651692,15586,135563,1142712,838998,134020,110559,59135,54108,(D),(D),26596,343707,33556,310151,361929,91979,105862,153944,10144,4343170,2552027,190729,1600414,277551,1322863
01091,"Marengo, AL",5,2016,719065,19673,36551,417547,51176,29760,21416,8715,375086,112182,231797,300118,76831,55415,40598,13804,26794,15179,402368,322682,26673,13041,-109,13741,-72,(L),-149,67,(D),30650,5556,5709,19385,95963,23876,13665,(D),(L),(D),(L),(L),(L),(L),(D),(D),(D),72087,(D),55,(L),(D),(L),(L),(D),(D),452,(D),(D),(D),26189,3809,544,1461,2394,2795,3070,2286,841,(D),7940,501,(D),11197,(L),784,(L),5903,(D),(D),(L),(D),(D),(D),1941,(D),(L),(D),(NA),(D),(L),(L),13503,0,9916,(D),(D),(L),4708,2023,2668,(L),(D),(D),17319,(D),(D),(D),(D),22527,977,4998,(D),1279,(D),(D),974,7796,1059,6737,15861,3209,2952,7738,1962,79686,4442,3761,71483,7356,64127
01093,"Marion, AL",5,2016,878134,29998,29273,496420,62852,36164,26688,11772,445340,141346,291448,349720,92634,65946,54066,17921,36145,18679,477741,396344,(D),2740,0,(D),(D),(L),(D),(L),4191,12790,4613,2260,5917,155212,104586,39683,452,0,11587,(D),(D),(L),(L),(L),27599,(D),50626,0,0,0,(D),(D),0,(D),413,0,0,9952,18553,33572,6064,408,(D),2459,2806,3119,3774,(D),1051,12045,812,204,21538,(L),1877,(L),13337,(D),62,(L),(D),(D),(D),2196,(L),(L),(D),(NA),(D),(L),(L),22252,0,17906,(D),(D),(L),2806,1890,901,(L),4102,1029,11598,(D),(D),(D),(D),25762,(D),10128,2872,465,172,(L),292,12128,1514,10614,25510,7958,5602,11360,590,81397,5593,3868,71936,19061,52875
01095,"Marshall, AL",5,2016,3201096,95157,33640,1865124,225761,127962,97799,176975,1816338,524765,859993,1318864,348103,250304,198157,21133,177024,26115,1839009,1499594,(D),(D),(L),(D),(D),(L),(D),294,11910,116716,36026,18136,62554,518716,202087,21402,3119,(D),69764,12723,(D),(D),(D),(D),348,25823,316629,253217,(L),(D),(D),-219,-152,(D),4992,(D),9655,29528,81103,177025,46677,2537,5950,18287,17916,18094,11463,6796,2820,37778,4826,3881,69359,(D),4689,(L),44962,(D),(D),(L),6798,639,10719,24276,3268,207,1885,(NA),18225,(D),(D),61577,0,43804,(D),(D),87,8129,7397,1841,-1109,49623,44316,39656,(D),(D),1708,131030,89733,(D),29203,(D),4740,(D),(L),(D),61605,5991,55614,92455,26510,24346,39201,2398,339415,25100,12501,301814,26647,275167
01097,"Mobile, AL",5,2016,14913762,414836,35951,11422626,1361307,743952,617355,-1255071,8806248,2353706,3753808,8412422,1986730,1369375,1023474,8121,1015353,19818,11402808,9678281,43870,3294,373,40203,45569,(D),(D),7667,108097,809052,165081,150475,493496,1783325,1185176,41884,20741,381704,100445,42841,31104,3974,(D),(D),13928,13801,598149,36629,(D),110,14049,(D),95,91763,7738,82206,312949,28517,603186,769773,182874,27898,39832,75378,75113,79015,50678,31179,17399,146883,30084,13440,552776,7472,39919,49657,202349,13814,11822,(D),171029,(D),25259,119105,18882,3283,26827,(NA),65959,2389,1765,623930,0,172186,(D),371817,(D),232601,156932,(D),(D),910278,84338,495074,445334,49740,125894,1427915,787487,428507,112282,99639,43937,18417,4921,20599,325398,48894,276504,574163,222549,146930,189461,15223,1724527,287023,132575,1304929,498347,806582
01099,"Monroe, AL",5,2016,693683,21530,32219,371880,47147,27580,19567,14177,338910,128906,225867,275746,68439,48872,27695,6841,20854,7921,363959,290015,(D),9565,(L),(D),(D),(D),(D),(D),2753,12981,(D),4658,(D),94622,38889,28223,(D),(L),(L),0,(L),0,(L),(L),(D),(D),55733,(D),(D),(L),(D),(L),(L),(D),(D),85,(D),(L),24175,25112,4579,(D),577,4029,2683,2154,1715,801,(D),7627,288,77,35725,(D),2539,(L),30359,56,(L),(L),1231,(D),(L),3127,(D),(L),(D),(NA),(D),(L),(L),10462,0,6602,680,3152,(L),2352,1175,1172,(L),(D),(D),4460,4460,0,(D),(D),8613,589,7700,(D),(D),(L),0,(D),(D),(D),5732,16539,3951,3719,(D),(D),73944,3699,2831,67414,10041,57373
01101,"Montgomery, AL",5,2016,9371752,226349,41404,8873332,1019823,527593,492230,-2468269,5385240,1950916,2035596,6581781,1737407,1245177,554144,38699,515445,42690,8830642,6117320,5603,1717,(L),3887,500,129,(D),(D),57310,393685,125469,78495,189721,938404,752556,12374,10711,34620,72118,21439,(D),104652,408820,32614,(D),36559,185848,80922,(D),(L),(D),(L),(L),(D),18738,(D),11816,47104,360503,487903,114978,16612,22908,52759,50920,45725,27056,25246,12506,77066,26454,15673,265998,(D),32877,(L),73800,10623,(D),(D),7650,50714,86172,129359,30966,2685,38276,(NA),32210,(D),(D),452724,0,150778,65715,235968,263,76739,57150,(D),(D),714331,66227,362045,348418,13627,124671,1046529,528921,(D),(D),68334,34688,10883,1457,22348,233149,44752,188397,366952,84327,99533,172643,10449,2713322,646744,390345,1676233,1183842,492391
01103,"Morgan, AL",5,2016,4373175,119012,36746,2921842,354815,194819,159996,20985,2588012,716809,1068354,2162369,538120,378124,221353,4620,216733,7828,2914014,2509139,23423,(D),-369,(D),3746,(L),(D),(D),9725,226908,60354,27398,139156,975680,515047,31565,1703,126214,86540,10616,10064,124637,(D),(D),1716,22276,460633,137222,1475,673,(D),128,587,(D),3014,2640,267876,23895,119874,189372,46537,4024,5457,22018,19376,25619,12221,6889,4258,32124,7022,3827,104675,(D),8173,(D),70362,(D),(D),(D),6157,(D),3689,17572,(D),(D),438,(NA),(D),1037,(L),88810,0,58770,(D),18801,(D),25316,14633,10608,75,121321,54630,103675,97340,6335,6473,222153,158329,9357,42327,12140,6177,(D),0,(D),90069,8101,81968,119540,34337,34258,49254,1691,404875,29160,15880,359835,37954,321881
01105,"Perry, AL",5,2016,288171,9574,30099,126194,15216,9489,5727,21500,132478,37870,117823,73786,22636,16909,29772,12519,17253,14491,111703,84702,5123,(D),-56,(D),262,168,-279,373,(D),4026,(D),191,(D),23267,(D),601,-87,61,(D),(L),(L),(L),(L),(L),149,142,(D),(D),204,92,118,(L),80,184,(D),903,204,354,(D),4488,635,(D),(D),(D),1125,(D),833,(D),(L),597,(D),(L),(D),(L),260,(L),(D),(L),(L),(L),262,154,268,(D),(D),(L),99,(NA),(L),(L),(L),3794,(D),2600,(L),(D),(L),626,(D),(D),(L),1879,(D),(D),523,(D),16516,9831,2737,242,(D),(D),542,1212,(L),-675,2583,180,2403,(D),501,(D),(D),223,27001,1741,4478,20782,3443,17339
01107,"Pickens, AL",5,2016,609039,20324,29966,220086,29016,17996,11020,125005,316075,83218,209746,148487,45382,34362,26217,9568,16649,11617,208469,128322,(D),2820,(L),(D),(D),55,(D),123,(D),6153,(D),(D),3190,42284,40548,27540,(L),(D),(D),0,(L),(L),(L),(D),467,(L),1736,(D),(L),(L),(L),(L),(L),63,(D),309,70,120,(D),12702,1539,574,(L),1639,2808,3795,715,(D),(L),1113,(D),343,4407,(L),(L),(L),2798,(D),(D),(L),(D),(L),(D),2170,(D),(L),(D),(NA),(D),(D),(L),(D),0,3003,(L),(D),(L),(D),(D),(D),(L),(D),(D),(D),(D),0,(D),(D),10449,799,6072,(D),(D),640,(L),(D),(D),(D),(D),13995,2223,(D),(D),194,80147,31487,2455,46205,6885,39320
01109,"Pike, AL",5,2016,1174550,33286,35287,840136,96268,52668,43600,-69073,674795,191411,308344,598218,160939,117339,80979,22836,58143,25749,814387,623227,10062,(D),(L),(D),503,321,-536,718,(D),22401,6181,8166,8054,199925,153244,(D),161,(D),(D),(D),(D),(L),(D),(D),666,637,46681,16881,1092,498,639,95,433,854,(D),4199,(D),20423,(D),47660,10311,574,555,6616,4083,4972,4802,1329,800,11443,1265,910,103026,(L),(L),(L),60903,(L),(L),(L),(D),680,(D),15767,(D),(D),(D),(NA),(D),(D),697,27484,0,14691,806,11954,(L),5720,4055,1660,(L),9105,9386,8169,(D),(D),3441,65692,41219,(D),8594,(D),878,445,(D),(D),28958,2948,26010,27587,6456,6650,13309,1172,191160,7852,4530,178778,115937,62841
01111,"Randolph, AL",5,2016,728499,22652,32160,252081,33172,20652,12520,162453,381362,109756,237381,167355,47147,34627,37579,11193,26386,12446,239635,179202,(D),2751,(L),(D),(D),(L),(D),96,(D),13662,(D),(D),8413,53825,18998,(D),(D),(L),(D),(L),(D),(D),(L),(L),(D),(D),34827,(L),0,30125,(L),(L),(L),(L),(L),(L),(D),(D),(D),22003,2473,466,320,2348,2994,1780,2106,(D),(D),7286,140,1730,14441,(L),(L),(L),10766,82,(D),(L),1062,(L),(D),2072,(D),(L),(D),(NA),(D),(D),(D),8778,0,6452,(L),2328,(L),1837,(D),(D),(L),5227,-121,1547,(D),(D),(D),(D),14062,430,3048,(D),(D),(L),0,(D),(D),(D),6270,15763,2793,3766,(D),(D),60433,4049,2955,53429,10256,43173
01113,"Russell, AL",5,2016,1757626,58172,30214,733667,93627,54201,39426,305781,945821,254853,556952,541688,137486,98060,54493,8173,46320,10497,723170,568642,2530,1310,(D),(D),1436,(L),1287,103,5261,46833,10167,7810,28856,183326,54698,(D),18121,(D),10657,(D),(L),(L),(D),(L),635,(D),128628,(D),(L),(D),(L),(D),(D),(D),(D),(D),(D),(D),11187,68243,8946,2261,(D),6608,15927,5723,6533,906,(D),18161,1338,120,20199,(L),633,(L),5702,(D),(D),(L),1846,(D),11158,(D),(D),(L),(L),(NA),(D),(D),(L),28302,0,23415,(D),(D),(L),8979,7233,2185,-439,11091,2798,17779,9375,8404,226,81329,30721,(D),14209,(D),1622,(D),(D),778,29992,4254,25738,(D),9671,7978,22587,(D),154528,7863,7652,139013,25478,113535
